,Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
6067,4274066915,2015-12-30T00:00:00,1440.0,VN407,,CA,201605.0,,TOYT,PA,BK,6300 VESPER AV,369B,53.0,88.13B+,METER EXP.,63.0,6425301.4,1889886.7
6068,4274066926,2015-12-30T00:00:00,1444.0,VN912,,CA,,,MERZ,PA,BK,14420 FRIAR ST,369B,53.0,88.13B+,METER EXP.,63.0,6426488.4,1890252.2
6069,4274066930,2015-12-30T00:00:00,1515.0,VN703A,,CA,,,BMW,PA,WT,14340 SYLVAN ST,369B,53.0,88.13B+,METER EXP.,63.0,6427012.5,1889880.1
6070,4274066941,2015-12-30T00:00:00,1519.0,VN770,,CA,201603.0,,TOYT,PA,SL,6101 SYLMAR AV,369B,53.0,88.13B+,METER EXP.,63.0,6426616.4,1888529.3
6071,4274066952,2015-12-30T00:00:00,1626.0,,,CA,201609.0,,,VN,WT,14239 SHERMAN WAY,369B,53.0,80.70,NO STOPPING/ANTI-GRI,163.0,6427612.8,1895896.4
6072,4274066963,2015-12-30T00:00:00,1628.0,,,CA,201604.0,,,PA,BK,14249 SHERMAN WAY,369B,53.0,80.70,NO STOPPING/ANTI-GRI,163.0,6427561.5,1895896.6
6073,4274066974,2015-12-30T00:00:00,1630.0,,,CA,201603.0,,HOND,PA,BK,14229 SHERMAN WAY,369B,53.0,80.70,NO STOPPING/ANTI-GRI,163.0,99999.0,99999.0
6074,4274070043,2015-12-30T00:00:00,1627.0,,,CA,201512.0,,,PA,BK,226 LARCHMONT BLVD,00478,54.0,80.56E2,YELLOW ZONE,58.0,6463689.8,1848213.0
6075,4274070054,2015-12-30T00:00:00,1630.0,L117,,CA,201111.0,,FORD,PA,GN,158 LARCHMONT BLVD N,00478,54.0,88.13B+,METER EXP.,63.0,6463689.9,1848705.3
6076,4274070065,2015-12-30T00:00:00,1632.0,,,CA,201610.0,,STRN,PA,BK,120 LARCHMONT BLVD N,00478,54.0,80.56E4+,RED ZONE,93.0,6463690.0,1848973.3
6077,4274070076,2015-12-30T00:00:00,1642.0,,,CA,201602.0,,,PA,WT,226 LARCHMONT BLVD N,00478,54.0,80.56E2,YELLOW ZONE,58.0,6463689.8,1848213.0
6078,4274070080,2015-12-30T00:00:00,1646.0,L124,,CA,201612.0,,,PA,WT,204 LARCHMONT BLVD N,00478,54.0,88.13B+,METER EXP.,63.0,6463689.9,1848390.9
6079,4274070091,2015-12-30T00:00:00,1659.0,,,CA,201602.0,,,PA,BK,5100 1ST ST,00478,54.0,80.56E2,YELLOW ZONE,58.0,6463690.0,1849114.3
6080,4274070102,2015-12-30T00:00:00,1700.0,L82,,CA,,,LEXS,PA,WT,101 LARCHMONT BL N,00478,54.0,88.13B+,METER EXP.,63.0,6463690.0,1849114.3
6081,4274070113,2015-12-30T00:00:00,1702.0,L75,,CA,201512.0,,,PA,WT,113 LARCHMONT BL N,00478,54.0,88.13B+,METER EXP.,63.0,6463690.0,1849029.7
6082,4274070124,2015-12-30T00:00:00,1703.0,L57,,CA,201605.0,,MERZ,PA,BK,133 LARCHMONT BL N,00478,54.0,88.13B+,METER EXP.,63.0,6463690.0,1848888.7
6083,4274070135,2015-12-30T00:00:00,1709.0,L138,,CA,201603.0,,MERZ,PA,WT,232 LARCHMONT BL N,00478,54.0,88.13B+,METER EXP.,63.0,6463689.8,1848164.4
6084,4274070146,2015-12-30T00:00:00,1753.0,L143,,CA,201607.0,,HOND,PA,GY,236 LARCHMONT BL N,00478,54.0,88.13B+,METER EXP.,63.0,6463689.7,1848132.1
6085,4274070150,2015-12-30T00:00:00,1754.0,L136,,CA,201607.0,,MAZD,PA,BL,226 LARCHMONT BL N,00478,54.0,88.13B+,METER EXP.,63.0,6463689.8,1848213.0
6086,4274070161,2015-12-30T00:00:00,1758.0,L98,,CA,201604.0,,,PA,RD,126 LARCHMONT BL N,00478,54.0,88.13B+,METER EXP.,63.0,6463690.0,1848931.0
6087,4274070172,2015-12-30T00:00:00,1758.0,L96,,CA,201611.0,,BMW,PA,GY,126 LARCHMONT BL N,00478,54.0,88.13B+,METER EXP.,63.0,6463690.0,1848931.0
6088,4274070183,2015-12-30T00:00:00,1809.0,42,,PA,201501.0,,,PA,SL,636 GOWER ST,00478,54.0,80.58L,PREFERENTIAL PARKING,68.0,6463955.3,1852506.9
6089,4274070194,2015-12-30T00:00:00,1812.0,42,,CA,201605.0,,,PA,SL,650 GOWER ST,00478,54.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
6090,4274070205,2015-12-30T00:00:00,1820.0,40,,CA,201610.0,,TOYT,PA,BK,753 JUNE ST,00478,54.0,80.58L,PREFERENTIAL PARKING,68.0,6460480.9,1853279.1
6091,4274070216,2015-12-30T00:00:00,1821.0,,,CA,201610.0,,TOYT,PA,BK,753 JUNE ST,00478,54.0,5200,DISPLAY OF PLATES,25.0,6460480.9,1853279.1
6092,4274070220,2015-12-30T00:00:00,1825.0,40,,CA,201604.0,,VOLK,PA,WT,6700 WARING AVE,00478,54.0,80.58L,PREFERENTIAL PARKING,68.0,6459501.9,1853588.7
6093,4274070231,2015-12-30T00:00:00,1828.0,40,,CA,201603.0,,,PA,WT,712 CITRUS AVE,00478,54.0,80.58L,PREFERENTIAL PARKING,68.0,6458818.2,1853006.9
6094,4274070242,2015-12-30T00:00:00,1829.0,40,,CA,,,,PA,GO,718 CITRUS AVE,00478,54.0,80.58L,PREFERENTIAL PARKING,68.0,6458818.3,1853047.5
6095,4274070253,2015-12-30T00:00:00,1831.0,,,KY,201508.0,,,PA,SL,6800 MELROSE AVE,00478,54.0,80.61,STANDNG IN ALLEY,68.0,6458527.7,1852925.3
6096,4274070264,2015-12-30T00:00:00,1834.0,40,,CA,201609.0,,,PA,MR,712 CITRUS AVE,00478,54.0,80.58L,PREFERENTIAL PARKING,68.0,6458818.2,1853006.9
6097,4274070275,2015-12-30T00:00:00,1836.0,40,,CA,201611.0,,,PA,GY,718 CITRUS AVE,00478,54.0,80.58L,PREFERENTIAL PARKING,68.0,6458818.3,1853047.5
6098,4274070286,2015-12-30T00:00:00,1837.0,40,,CA,201512.0,,,PA,GO,722 CITRUS AVE,00478,54.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
6099,4274070290,2015-12-30T00:00:00,1843.0,,,CO,201604.0,,,PA,WT,757 COLE AVE,00478,54.0,22514,FIRE HYDRANT,68.0,99999.0,99999.0
6100,4274072692,2015-12-30T00:00:00,1623.0,,,CA,201603.0,,TOYT,CM,BL,1935 GLENDON AVENUE,00111,51.0,80.69.2,COMM VEH OVER TIME L,78.0,6430172.5,1840208.5
6101,4274072703,2015-12-30T00:00:00,1837.0,21,,CA,201605.0,,FORD,PA,RD,2017 GLENDON AVE,00111,51.0,80.58L,PREFERENTIAL PARKING,68.0,6430486.7,1839766.7
6102,4274072714,2015-12-30T00:00:00,1857.0,,,CA,201510.0,,,PA,GY,2000 BENTLEY AVE,00111,51.0,5204A-,DISPLAY OF TABS,25.0,6428535.1,1838506.6
6103,4274072725,2015-12-30T00:00:00,1901.0,21,,CA,201611.0,,VOLK,PA,BK,11051 MISSOURI AVENUE,00111,51.0,80.58L,PREFERENTIAL PARKING,68.0,6428233.4,1839114.6
6104,4274072736,2015-12-30T00:00:00,1907.0,26,,CA,201604.0,,HOND,PA,GY,2416 VETERAN AVE,00111,51.0,80.58L,PREFERENTIAL PARKING,68.0,6431092.7,1836767.6
6105,4274072740,2015-12-30T00:00:00,2004.0,26,,CA,201602.0,,,PA,BK,2415 VETERAN AVENUE,00111,51.0,80.58L,PREFERENTIAL PARKING,68.0,6431089.1,1836773.1
6106,4274072751,2015-12-30T00:00:00,2018.0,25,,CA,201607.0,,GMC,PA,SL,1420 REXFORD DRIVE,00111,51.0,80.58L,PREFERENTIAL PARKING,68.0,6442241.6,1842482.3
6107,4274072762,2015-12-30T00:00:00,2020.0,25,,OK,201512.0,,,PA,GY,1420 REXFORD DRIVE,00111,51.0,80.58L,PREFERENTIAL PARKING,68.0,6442241.6,1842482.3
6108,4274072773,2015-12-30T00:00:00,2030.0,25,,CA,201608.0,,,PA,WT,9200 CASHIO ST,00111,51.0,80.58L,PREFERENTIAL PARKING,68.0,6443231.6,1841696.4
6109,4274072784,2015-12-30T00:00:00,2108.0,26,,CA,201607.0,,,PA,WT,2366 MIDVALE AVENUE,00111,51.0,80.58L,PREFERENTIAL PARKING,68.0,6431369.8,1837351.9
6110,4274072795,2015-12-30T00:00:00,2111.0,26,,CA,201603.0,,NISS,PA,BL,2342 KELTON AVENUE,00111,51.0,80.58L,PREFERENTIAL PARKING,68.0,6430952.3,1837369.3
6111,4274072806,2015-12-30T00:00:00,2113.0,26,,CA,201606.0,,,PA,BK,2360 KELTON AVENUE,00111,51.0,80.58L,PREFERENTIAL PARKING,68.0,6431053.7,1837226.9
6112,4274072810,2015-12-30T00:00:00,2116.0,26,,CA,201610.0,,TOYT,PA,GY,2360 KELTON AVENUE,00111,51.0,80.58L,PREFERENTIAL PARKING,68.0,6431053.7,1837226.9
6113,4274072821,2015-12-30T00:00:00,2223.0,26,,CA,201510.0,,VOLK,PA,WT,2366 MIDVALE AVENUE,00111,51.0,80.58L,PREFERENTIAL PARKING,68.0,6431369.8,1837351.9
6114,4274072832,2015-12-30T00:00:00,2223.0,,,CA,201510.0,,,PA,WT,2366 MIDVALE AVENUE,00111,51.0,5204A-,DISPLAY OF TABS,25.0,6431369.8,1837351.9
6115,4274072843,2015-12-30T00:00:00,2224.0,26,,CA,201601.0,,VOLK,PA,WT,2366 MIDVALE AVENUE,00111,51.0,80.58L,PREFERENTIAL PARKING,68.0,6431369.8,1837351.9
6116,4274072854,2015-12-30T00:00:00,2226.0,26,,CA,201601.0,,VOLK,PA,BL,2366 MIDVALE AVENUE,00111,51.0,80.58L,PREFERENTIAL PARKING,68.0,6431369.8,1837351.9
6117,4274072865,2015-12-30T00:00:00,2305.0,,,CA,201608.0,,,PA,GY,2377 MIDVALE AVE,00111,51.0,80.69B,NO PARKING,73.0,6431428.1,1837269.9
6118,4274072876,2015-12-30T00:00:00,2306.0,,,CA,201608.0,,HYUN,PA,GY,2377 MIDVALE AVENUE,00111,51.0,80.69B,NO PARKING,73.0,6431428.1,1837269.9
6119,4274072880,2015-12-30T00:00:00,2307.0,,,CA,201602.0,,TOYT,PA,RD,2377 MIDVALE AVENUE,00111,51.0,80.69B,NO PARKING,73.0,6431428.1,1837269.9
6120,4274072891,2015-12-30T00:00:00,2308.0,,,CA,201605.0,,HOND,PA,BK,2377 MIDVALE AVENUE,00111,51.0,80.69B,NO PARKING,73.0,6431428.1,1837269.9
6121,4274072902,2015-12-30T00:00:00,2309.0,,,CA,201601.0,,HOND,PA,WT,2377 MIDVALE AVENUE,00111,51.0,80.69B,NO PARKING,73.0,6431428.1,1837269.9
6122,4274072913,2015-12-30T00:00:00,2310.0,,,CA,201605.0,,,VN,WT,2377 MIDVALE AVENUE,00111,51.0,80.69B,NO PARKING,73.0,6431428.1,1837269.9
6123,4274072924,2015-12-30T00:00:00,2310.0,,,CA,201608.0,,CHEV,PA,BK,2377 MIDVALE AVENUE,00111,51.0,80.69B,NO PARKING,73.0,6431428.1,1837269.9
6124,4274074011,2015-12-30T00:00:00,1015.0,,,CA,201609.0,,,PA,GO,10035 PALMS BLVD W,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
6125,4274074022,2015-12-30T00:00:00,1018.0,,,CA,201611.0,,FORD,VN,WT,10105 PALMS BLVD W,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
6126,4274074033,2015-12-30T00:00:00,1019.0,,,CA,201601.0,,HOND,PA,WT,10105 PALMS BLVD W,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
6127,4274074044,2015-12-30T00:00:00,1020.0,,,CA,201607.0,,,PA,BK,10125 PALMS BLVD W,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
6128,4274074055,2015-12-30T00:00:00,1023.0,,,CA,201609.0,,FORD,PU,BK,10303 PALMS BLVD W,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
6129,4274074066,2015-12-30T00:00:00,1025.0,,,CA,201602.0,,,PA,BN,3428 MOTOR AVE,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6437668.5,1832579.4
6130,4274074070,2015-12-30T00:00:00,1026.0,,,CA,201604.0,,LNDR,PA,GO,3424 MOTOR AVE,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6437656.4,1832598.5
6131,4274074081,2015-12-30T00:00:00,1031.0,,,CA,201605.0,,MAZD,PA,TN,3482 CLARINGTON AVE,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
6132,4274074092,2015-12-30T00:00:00,1033.0,,,CA,201608.0,,,PA,RD,3444 VINTON AVE,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6438046.3,1832712.1
6133,4274074103,2015-12-30T00:00:00,1035.0,,,CA,201608.0,,TOYT,PA,RD,3436 VINTON AVE,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6438022.0,1832750.3
6134,4274074114,2015-12-30T00:00:00,1037.0,,,CA,201512.0,,,PA,BK,3380 VINTON AVE,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6437875.1,1832981.4
6135,4274074125,2015-12-30T00:00:00,1038.0,,,CA,201612.0,,TOYT,PA,GY,3380 VINTON AVE,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6437875.1,1832981.4
6136,4274074136,2015-12-30T00:00:00,1039.0,,,MI,201604.0,,,PA,GY,3360 VINTON AVE,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6437833.1,1833047.4
6137,4274074140,2015-12-30T00:00:00,1040.0,,,CA,201606.0,,HYUN,PA,WT,3360 VINTON AVE,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6437833.1,1833047.4
6138,4274074151,2015-12-30T00:00:00,1041.0,,,CA,201609.0,,,PA,WT,3360 VINTON AVE,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6437833.1,1833047.4
6139,4274074162,2015-12-30T00:00:00,1208.0,,,CA,201602.0,,BMW,PA,GY,3601 TULLER AVE,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6434149.9,1828439.4
6140,4274074173,2015-12-30T00:00:00,1210.0,,,AZ,,,BMW,PA,WT,3605 TULLER AVE,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
6141,4274074184,2015-12-30T00:00:00,1212.0,,,CA,201603.0,,MERZ,PA,WT,3635 TULLER AVE,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6434270.1,1828255.4
6142,4274074195,2015-12-30T00:00:00,1213.0,,,CA,201605.0,,,PA,GY,3705 TULLER AVE,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
6143,4274074206,2015-12-30T00:00:00,1214.0,,,CA,201607.0,,,PA,GO,3705 TULLER AVE,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
6144,4274074210,2015-12-30T00:00:00,1349.0,,,CA,201609.0,,,PA,BK,3700 SEPULVEDA BLVD S,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6434750.2,1828081.0
6145,4274077544,2015-12-30T00:00:00,807.0,,,CA,201606.0,,,PA,BK,5600 COLFAX AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6444375.9,1885256.7
6146,4274077555,2015-12-30T00:00:00,809.0,,,CA,201604.0,,,PA,WT,5618 COLFAX AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6444376.4,1885378.1
6147,4274077566,2015-12-30T00:00:00,810.0,,,CA,201606.0,,,PA,GY,5622 COLFAX AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6444376.4,1885405.0
6148,4274077570,2015-12-30T00:00:00,811.0,,,AZ,201512.0,,TOYT,PA,BK,5632 COLFAX AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6444376.6,1885472.5
6149,4274077581,2015-12-30T00:00:00,812.0,,,CA,201608.0,,FORD,PU,BK,5642 COLFAX AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6444376.8,1885539.9
6150,4274077592,2015-12-30T00:00:00,813.0,,,CA,201608.0,,BMW,PA,MR,5642 COLFAX AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6444376.8,1885539.9
6151,4274077603,2015-12-30T00:00:00,816.0,,,CA,,,CHEV,PA,BL,5828 COLFAX AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6444380.4,1886766.6
6152,4274077614,2015-12-30T00:00:00,817.0,,,CA,201604.0,,NISS,PA,BN,5838 COLFAX AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6444380.6,1886834.1
6153,4274077625,2015-12-30T00:00:00,822.0,,,CA,201604.0,,,PA,BK,12037 EMELITA ST,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6442154.7,1886773.6
6154,4274077636,2015-12-30T00:00:00,823.0,,,CA,201603.0,,,PA,WT,12037 EMELITA ST,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6442154.7,1886773.6
6155,4274077640,2015-12-30T00:00:00,825.0,,,CA,201605.0,,TOYT,PA,SL,12017 EMELITA ST,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6442288.9,1886773.0
6156,4274077651,2015-12-30T00:00:00,826.0,,,CA,201609.0,,,PA,GY,12017 EMELITA ST,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6442288.9,1886773.0
6157,4274077662,2015-12-30T00:00:00,907.0,,,CA,201610.0,,,PA,GY,5900 RADFORD AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
6158,4274077673,2015-12-30T00:00:00,912.0,,,CA,201608.0,,,PA,SL,11700 CALIFA ST,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6444381.8,1887238.9
6159,4274077684,2015-12-30T00:00:00,913.0,,,CA,201611.0,,INFI,PA,GY,11700 CALIFA ST,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6444381.8,1887238.9
6160,4274077695,2015-12-30T00:00:00,1015.0,,,CA,,,,PA,SL,5628 TROOST AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
6161,4274077706,2015-12-30T00:00:00,1017.0,,,CA,,,CHEV,PA,SL,5628 TROOST AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
6162,4274077710,2015-12-30T00:00:00,1020.0,,,CA,201608.0,,,PA,MR,5914 TROOST AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
6163,4274077721,2015-12-30T00:00:00,1021.0,,,FL,201602.0,,GMC,PA,GN,5928 TROOST AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6444724.4,1887426.5
6164,4274077732,2015-12-30T00:00:00,1024.0,,,CA,201608.0,,MITS,PA,BK,5909 IRVINE AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6445056.1,1887291.2
6165,4274077743,2015-12-30T00:00:00,1108.0,,,CA,201608.0,,,VN,GY,5628 TROOST AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
6166,4274077754,2015-12-30T00:00:00,1206.0,,,CA,201607.0,,,PA,WT,12720 BURBANK BLVD,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6437645.7,1885277.5
6167,4274077765,2015-12-30T00:00:00,1207.0,,,CA,201603.0,,,MC,BK,12720 BURBANK BLVD,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6437645.7,1885277.5
6168,4274077776,2015-12-30T00:00:00,1208.0,,,CA,201612.0,,FORD,PA,GY,12720 BURBANK BLVD,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6437645.7,1885277.5
6169,4274077780,2015-12-30T00:00:00,1211.0,,,CA,201610.0,,VOLK,PA,BK,12610 BURBANK BLVD,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
6170,4274077791,2015-12-30T00:00:00,1212.0,,,CA,201601.0,,FORD,PA,RD,12606 BURBANK BLVD,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6438413.5,1885274.6
6171,4274077802,2015-12-30T00:00:00,1212.0,,,CA,201512.0,,,PA,GY,12606 BURBANK BLVD,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6438413.5,1885274.6
6172,4274077813,2015-12-30T00:00:00,1219.0,,,CA,201611.0,,,PA,WT,12526 BURBANK BLVD,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
6173,4274077824,2015-12-30T00:00:00,1222.0,,,CA,201609.0,,TOYT,PA,GY,5804 WHITSETT AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6439094.4,1886635.7
6174,4274077835,2015-12-30T00:00:00,1225.0,,,CA,201608.0,,CHEV,PA,WT,6026 WHITSETT AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6439100.0,1888093.8
6175,4274077846,2015-12-30T00:00:00,1226.0,,,CA,201610.0,,NISS,PA,SL,6050 WHITSETT AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6439100.6,1888255.3
6176,4274077850,2015-12-30T00:00:00,1228.0,,,FL,201607.0,,,PA,GY,6228 WHITSETT AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6439105.1,1889439.4
6177,4274077861,2015-12-30T00:00:00,1230.0,,,CA,201603.0,,,PA,SL,6224 WHITSETT AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6439105.0,1889412.5
6178,4274077872,2015-12-30T00:00:00,1235.0,,,CA,201601.0,,,PA,GY,6630 WHITSETT AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6439115.5,1892090.2
6179,4274077883,2015-12-30T00:00:00,1237.0,,,CA,201603.0,,JEEP,PA,GN,6716 WHITSETT AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6439117.8,1892655.9
6180,4274077894,2015-12-30T00:00:00,1238.0,,,CA,201601.0,,HYUN,PA,WT,6722 WHITSETT AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6439117.9,1892696.3
6181,4274077905,2015-12-30T00:00:00,1239.0,,,CA,,,,PA,GY,6722 WHITSETT AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6439117.9,1892696.3
6182,4274077916,2015-12-30T00:00:00,1240.0,,,CA,201607.0,,,PU,BK,6716 WHITSETT AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6439117.8,1892655.9
6183,4274077920,2015-12-30T00:00:00,1243.0,,,CA,201606.0,,,PA,GY,6800 WHITSETT AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6439119.7,1893208.0
6184,4274077931,2015-12-30T00:00:00,1302.0,,,CA,201506.0,,,PA,WT,6850 WHITSETT AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6439121.2,1893569.9
6185,4274077942,2015-12-30T00:00:00,1310.0,,,CA,201502.0,,,PA,PR,6920 WHITSETT AVE,00355,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6439123.2,1894076.5
6186,4274077953,2015-12-30T00:00:00,1442.0,55,,CA,201605.0,,,PA,SL,4246 RIVERTON AVE,00355,53.0,80.58L,PREFERENTIAL PARKING,68.0,6450843.3,1876213.0
6187,4274078163,2015-12-30T00:00:00,929.0,BW128,,CA,201611.0,,TOYT,PA,BL,11701 BARRINGTON CT S,00186,51.0,88.13B+,METER EXP.,63.0,6419450.1,1846183.0
6188,4274078174,2015-12-30T00:00:00,932.0,BW101,,CA,201607.0,,AUDI,PA,WT,11600 BARRINGTON CT S,00186,51.0,88.13B+,METER EXP.,63.0,6419538.3,1846455.3
6189,4274078185,2015-12-30T00:00:00,936.0,BW74,,CA,,,TOYT,PA,BK,151 BARRINGTON PL,00186,51.0,88.03A,OUTSIDE LINES/METER,58.0,6419596.2,1846809.3
6190,4274078196,2015-12-30T00:00:00,1033.0,BW48,,CA,201610.0,,JEEP,PA,BK,100 BARRINGTON AV S,00186,51.0,88.03A,OUTSIDE LINES/METER,58.0,6419230.8,1846485.9
6191,4274078200,2015-12-30T00:00:00,1037.0,BW126,,CA,201601.0,,,PA,GY,11701 BARRINGTON CT S,00186,51.0,88.13B+,METER EXP.,63.0,6419450.1,1846183.0
6192,4274078211,2015-12-30T00:00:00,1145.0,P170,,CA,201610.0,,TOYT,PA,BK,1000 SWARTHMORE AV,00186,51.0,88.13B+,METER EXP.,63.0,6402383.9,1840040.9
6193,4274078222,2015-12-30T00:00:00,1147.0,P28,,CA,201603.0,,MERZ,PA,GY,15301 ANTIOCH ST,00186,51.0,88.13B+,METER EXP.,63.0,6402347.9,1839872.6
6194,4274078233,2015-12-30T00:00:00,1148.0,P32,,CA,201609.0,,,PA,BK,15301 ANTIOCH ST,00186,51.0,88.13B+,METER EXP.,63.0,6402347.9,1839872.6
6195,4274078244,2015-12-30T00:00:00,1150.0,P35,,CA,201611.0,,,PA,SL,15301 ANTIOCH ST,00186,51.0,88.13B+,METER EXP.,63.0,6402347.9,1839872.6
6196,4274078255,2015-12-30T00:00:00,1151.0,,,CA,201611.0,,,PA,SL,15301 ANTIOCH ST,00186,51.0,5200,DISPLAY OF PLATES,25.0,6402347.9,1839872.6
6197,4274078266,2015-12-30T00:00:00,1153.0,P54,,CA,201607.0,,,PA,BK,801 VIA DE LA PAZ,00186,51.0,88.13B+,METER EXP.,63.0,6401805.7,1839090.5
6198,4274078270,2015-12-30T00:00:00,1210.0,P16816,,CA,201604.0,,HOND,PA,GY,15216 SUNSET BLVD,00186,51.0,88.63B+,OFF STR/OVERTIME/MTR,58.0,6402770.9,1839653.9
6199,4274078281,2015-12-30T00:00:00,1211.0,P16816,,NV,201603.0,,,PA,WT,15216 SUNSET BLVD,00186,51.0,88.63B+,OFF STR/OVERTIME/MTR,58.0,6402770.9,1839653.9
6200,4274078292,2015-12-30T00:00:00,1226.0,P115,,CA,201606.0,,TOYT,PA,BK,15201 LA CRUZ DR,00186,51.0,88.13B+,METER EXP.,63.0,6402852.5,1839572.3
6201,4274078303,2015-12-30T00:00:00,1227.0,,,CA,201606.0,,,PA,BK,15201 LA CRUZ DR,00186,51.0,5200,DISPLAY OF PLATES,25.0,6402852.5,1839572.3
6202,4274078314,2015-12-30T00:00:00,1248.0,BW124,,CA,201603.0,,,PA,BK,11701 BARRINGTON CT S,00186,51.0,88.13B+,METER EXP.,63.0,6419450.1,1846183.0
6203,4274078325,2015-12-30T00:00:00,1405.0,,,CA,201606.0,,FORD,PA,BK,811 WASHINGTON BLVD,00186,51.0,22507.8A,DISABLED PARKING/NO,363.0,6424444.5,1818283.3
6204,4274078336,2015-12-30T00:00:00,1415.0,,,CA,201610.0,,,PA,BK,400 ARAGON CT,00186,51.0,80.69B,NO PARKING,73.0,99999.0,99999.0
6205,4274078340,2015-12-30T00:00:00,1418.0,,,CA,201507.0,,AUDI,PA,SL,1121 ABBOT KINNEY BLVD,00186,51.0,80.56E4+,RED ZONE,93.0,6419070.7,1819721.4
